Super_Built_up_Area,Area,Carpet_Area,Floor_Number,Parking,Furnishing,Location,Bathrooms,Bedrooms,Balconies,Price
,250,,3,,0,Borivali West,1,1,1,65
,714,,7,1,,Borivali West,0,1,1,128
,1150,,7,1,0,Borivali West,0,2,2,170
550,,,7,1,,Borivali West,1,1,1,110
,3000,,6,1,,Borivali West,1,4,4,395
600,,,2,,0,Borivali West,1,1,2,99
,1000,,2,,,Borivali West,3,2,2,170
300,,,3,,0,Borivali West,0,1,1,47
1000,825,580,5,,0,Borivali West,0,2,2,180
,351,,5,1,2,Borivali West,0,1,1,57
,960,,4,,0,Borivali West,3,2,2,250
,580,,6,1,2,Borivali West,0,2,1,95
850,800,550,4,1,,Borivali West,0,2,1,132
,,400,1,,2,Borivali West,0,1,1,95
,,1065,10,2,,Borivali West,1,3,3,315
,,280,7,,2,Borivali West,0,1,1,40
,315,,3,,2,Borivali West,0,1,1,45
660,,,6,,,Borivali West,2,2,1,135
876,,650,1,1,0,Borivali West,0,2,2,165
,,540,1,1,0,Borivali West,0,1,1,125
,956,,1,1,,Borivali West,1,2,2,159
1848,1665,1120,12,1,0,Borivali West,3,3,3,315
1250,,757,5,1,2,Borivali West,2,2,2,170
,700,,,,0,Borivali West,,2,2,60.5
635,,400,3,1,,Borivali West,2,1,1,83
,671,,1,1,,Borivali West,1,1,0,100
,1475,,5,,,Borivali West,3,3,,250
900,,720,5,1,,Borivali West,2,2,2,160
400,,,1,1,2,Borivali West,1,0,1,53
,500,410,6,1,,Borivali West,1,0,2,99
,675,,,,,Borivali West,2,0,2,140
,,680,3,1,,Borivali West,2,3,2,185
950,800,750,6,1,,Borivali West,2,0,2,210
1650,,1050,9,1,2,Borivali West,3,2,3,220
,1600,998,5,1,,Borivali West,3,0,3,250
,,410,2,,0,Borivali West,1,0,1,95
450,,350,4,,0,Borivali West,1,0,1,85
,,350,3,,,Borivali West,1,1,1,100
,953,,1,1,,Borivali West,2,1,2,146
,950,,7,1,0,Borivali West,2,0,2,225
,,450,4,,,Borivali West,1,1,1,100
1100,749,650,4,2,,Borivali West,2,1,1,251
1560,,1030,6,1,2,Borivali West,3,3,3,230
,718,,1,1,,Borivali West,1,0,1,99
1100,,,3,,,Borivali West,2,0,2,140
1120,762,708,7,1,0,Borivali West,2,2,2,195
1350,1250,750,2,1,0,Borivali West,3,3,4,189
,1000,,3,,0,Borivali West,2,1,2,185
,108,,3,2,,Borivali West,3,2,4,500
1080,,,1,1,,Borivali West,2,1,2,198
,350,,3,,2,Borivali West,1,0,1,62
,299,,,1,,Borivali West,1,,1,65
,1280,,13,1,,Borivali West,0,3,3,265
1383,,,8,1,,Borivali West,0,3,3,245
,,330,,,,Borivali West,0,1,1,75
,250,,,,2,Borivali West,0,1,1,52
,,418,6,,,Borivali West,0,1,1,85
940,,,6,1,0,Borivali West,2,2,2,170
,,900,1,,0,Borivali West,0,1,2,120
,908,,6,1,,Borivali West,1,2,2,149
,500,450,1,,2,Borivali West,1,2,2,55
950,800,612,3,,0,Borivali West,0,2,2,163
,300,,3,1,1,Borivali West,1,1,1,60
710,,,17,1,0,Borivali West,0,2,1,115
,953,,1,1,,Borivali West,1,2,2,145
,,545,2,,,Borivali West,0,2,1,115
,500,,4,,,Borivali West,0,1,1,116
,,485,11,1,,Borivali West,1,2,2,129
1280,,736,4,1,0,Borivali West,3,2,2,199
600,570,370,7,,,Borivali West,0,2,1,90
550,,,,,2,Borivali West,0,1,1,85
,1300,995,13,,0,Borivali West,0,3,3,245
,,1000,7,1,,Borivali West,,3,3,295
,,500,3,,,Borivali West,1,1,1,95
,,605,2,1,,Borivali West,2,2,0,160
,500,,3,,,Borivali West,1,1,0,95
870,610,,7,,,Borivali West,2,2,0,160
,,297,1,,1,Borivali West,1,1,0,70
300,,,,,0,Borivali West,1,1,0,78
,1035,755,2,1,2,Borivali West,2,2,0,215
,1650,,1,1,2,Borivali West,3,3,3,300
1050,,,5,1,0,Borivali West,2,2,0,166
,300,,,1,2,Borivali West,1,1,0,45
,900,,5,2,,Byculla East,2,2,1,280
,1650,,3,2,,Byculla East,4,3,1,625
1900,,1156,20,2,2,Byculla East,3,3,1,510
1300,,772,18,1,2,Byculla East,2,2,1,365
300,275,225,1,1,1,Byculla East,1,1,0,63
,,798,12,1,2,Byculla East,2,2,0,357
,860,800,4,,0,Byculla East,2,2,,350
1600,,1400,3,4,0,Byculla East,4,1,3,600
,750,,5,2,,Byculla East,1,1,2,250
,,772,1,2,2,Byculla East,2,0,2,407
,,1205,14,1,2,Byculla East,3,0,3,540
,,1182,13,1,2,Byculla East,3,0,3,530
,,772,16,1,2,Byculla East,2,0,2,399
,,1156,15,1,2,Byculla East,3,0,3,598
,1651,,6,2,,Byculla East,3,3,3,625
,750,,5,2,,Byculla East,1,1,2,250
,900,,5,2,,Byculla East,2,0,2,275
,901,,5,2,,Byculla East,2,1,2,275
,,400,3,1,,Byculla East,1,1,1,130
300,280,250,7,,0,Byculla East,1,0,1,90
,900,,5,2,,Byculla East,2,1,2,275
,410,300,12,,,Byculla East,1,0,2,140
1900,,1158,15,2,1,Byculla East,3,1,3,525
1300,,788,10,2,1,Byculla East,2,1,2,365
,,1205,14,1,2,Byculla East,3,0,3,540
1600,,1400,3,4,0,Byculla East,4,1,3,600
300,275,225,1,1,1,Byculla East,1,0,1,63
1300,,772,18,1,2,Byculla East,2,1,2,365
,860,800,4,,0,Byculla East,2,,2,350
,585,,,,,Byculla West,0,1,1,115
650,,425,15,1,,Byculla West,0,1,1,140
650,550,429,7,1,2,Byculla West,0,2,1,120
668,486,406,9,1,1,Byculla West,0,2,1,120
668,486,406,5,1,1,Byculla West,0,2,1,120
888,625,521,8,1,1,Byculla West,0,2,2,150
645,475,408,6,1,1,Byculla West,0,2,1,140
888,630,550,8,1,1,Byculla West,0,2,2,180
888,622,523,5,1,1,Byculla West,0,2,2,150
890,625,526,7,1,1,Byculla West,0,2,2,150
888,630,525,8,1,1,Byculla West,0,2,2,150
875,630,527,7,1,1,Byculla West,0,2,2,150
852,,,23,,,Byculla West,0,2,2,160
,550,401,2,,,Byculla West,0,1,1,115
870,475,408,5,1,1,Byculla West,0,2,1,120
665,480,405,5,1,,Byculla West,0,2,1,120
660,550,405,2,1,2,Byculla West,0,2,1,120
,638,,11,1,1,Byculla West,1,1,1,145
668,485,405,8,1,1,Byculla West,0,2,1,120
850,650,550,8,1,1,Byculla West,0,2,2,150
190,,,4,,2,Byculla West,1,1,1,55
2450,,,4,,0,Charni Road,0,3,3,321
,,130,,1,,Charni Road,0,1,1,40
1340,,770,16,,1,Charni Road,0,2,3,369
,,200,1,,2,Charni Road,0,1,1,51
,850,750,1,,2,Charni Road,3,2,2,240
,450,400,,1,,Charni Road,0,1,1,130
,1550,1500,2,,0,Charni Road,1,2,2,390
,,700,14,1,0,Charni Road,0,2,2,340
1215,,800,10,1,0,Charni Road,0,2,2,450
,,350,1,,2,Charni Road,0,1,1,135
2550,,,22,2,,Charni Road,2,3,3,1450
1400,,1050,12,1,,Charni Road,0,2,2,550
,200,,1,1,2,Charni Road,0,1,1,90
2000,1800,1500,1,,,Charni Road,0,3,2,700
2550,,,22,2,0,Charni Road,1,4,3,1600
550,,375,2,1,0,Charni Road,1,1,1,125
,,1550,2,1,,Churchgate,1,3,2,750
,1900,1511,4,1,0,Churchgate,1,3,3,1150
,1700,,4,1,0,Churchgate,1,4,3,825
,,1900,3,1,,Churchgate,2,4,3,1350
2230,1950,1600,2,1,0,Churchgate,3,3,3,1050
,2000,1750,2,,,Churchgate,2,3,3,750
,,1700,2,1,2,Churchgate,1,3,3,1250
1600,1450,1350,5,1,0,Churchgate,1,3,3,850
,2300,,3,1,0,Churchgate,1,3,4,1400
1200,1100,1000,4,1,,Churchgate,3,2,2,700
1600,1500,1340,9,1,2,Churchgate,2,2,2,950
1900,1805,,3,2,0,Churchgate,1,3,3,1000
1250,,940,6,1,,Churchgate,0,2,2,625
,2200,1875,7,2,1,Churchgate,1,3,3,1400
,1350,,10,1,0,Churchgate,2,3,2,825
,3000,2440,4,1,,Churchgate,1,5,4,1850
2250,2150,1850,8,2,,Churchgate,3,4,3,1300
,,2000,3,1,1,Churchgate,0,3,3,1800
1400,,,1,1,,Churchgate,1,3,3,675
1400,1250,1150,4,1,0,Churchgate,1,3,3,695
,2000,,3,1,0,Churchgate,1,3,3,1200
2800,2500,2196,3,1,2,Churchgate,3,3,3,2000
,3000,,3,2,2,Dadar East,1,3,3,850
1039,913,630,9,1,1,Dadar East,1,2,2,315
1550,1500,1000,10,1,1,Dadar East,1,3,3,435
2500,2200,1650,22,1,0,Dadar East,2,3,3,640
,,300,,1,0,Dadar East,0,1,1,140
,1150,800,3,1,,Dadar East,2,2,2,321
1400,1250,1000,2,1,1,Dadar East,0,3,3,550
1840,1335,1114,8,1,0,Dadar East,0,3,3,525
1835,1335,1114,8,1,0,Dadar East,0,4,3,525
2350,2000,1750,20,2,1,Dadar East,3,3,3,650
2210,1936,1335,10,2,1,Dadar East,0,4,4,601
2200,1930,1335,8,1,1,Dadar East,0,3,3,601
2099,1845,1272,15,1,1,Dadar East,0,3,3,572
2125,1868,1288,16,1,1,Dadar East,0,3,3,580
1270,925,770,8,1,0,Dadar East,0,2,2,360
1155,1015,700,8,1,1,Dadar East,0,2,2,315
1980,1740,1200,7,1,1,Dadar East,1,3,3,600
1914,1682,1160,6,2,0,Dadar East,0,3,3,445
4224,3712,2560,18,1,1,Dadar East,0,5,5,1152
1027,898,642,3,1,1,Dadar East,0,2,2,257
2675,2575,1620,40,1,2,Dadar East,0,3,3,740
2145,1885,1300,9,1,1,Dadar East,1,3,3,650
2665,2565,1618,37,2,2,Dadar East,0,3,3,690
2658,2558,1611,26,2,2,Dadar East,0,3,3,650
3468,3368,2102,40,1,2,Dadar East,0,4,4,938
3450,3350,2091,40,1,2,Dadar East,0,4,4,874
3425,3325,2076,15,1,2,Dadar East,0,4,4,802
1930,1620,1167,14,2,1,Dadar East,0,3,3,556
1275,920,770,8,1,0,Dadar East,0,2,2,375
,,1170,14,2,1,Dadar East,0,3,3,550
1400,1350,1000,3,1,1,Dadar East,0,3,3,540
1120,,694,11,1,1,Dadar East,2,2,2,335
,,1550,4,3,,Dadar East,0,3,4,650
,,1600,15,2,,Dadar East,2,4,4,770
,275,225,2,,,Dadar East,0,1,1,75
970,900,770,3,1,0,Dadar East,0,2,2,320
900,,780,6,1,1,Dadar East,1,2,2,300
,1200,,6,1,2,Dadar East,3,2,2,400
300,,,1,,2,Dadar East,0,1,1,100
200,,190,4,,,Dadar East,2,1,1,80
,625,515,4,,,Dadar East,1,1,1,245
,200,180,1,,1,Dadar East,0,1,1,75
,750,500,11,,,Dadar East,0,2,1,205
,2400,,21,1,2,Dadar East,3,3,3,750
430,,,1,,1,Dadar East,0,1,1,130
1752,,1086,14,1,1,Dadar East,0,3,3,520
1120,,694,13,1,1,Dadar East,2,2,2,320
1111,975,675,16,1,1,Dadar East,0,2,2,328
1120,,694,11,1,1,Dadar East,2,2,2,310
1120,,,12,1,1,Dadar East,2,2,2,325
2205,,,24,2,0,Dadar East,3,3,3,800
2205,,,3,1,1,Dadar East,2,3,3,670
1550,1500,1000,10,1,1,Dadar East,3,3,3,450
1015,,642,4,1,1,Dadar East,0,2,2,250
,,1594,15,2,2,Dadar East,2,4,4,760
,580,490,3,,2,Dadar East,0,1,1,160
768,672,480,4,1,1,Dadar East,0,2,1,185
,,1594,19,2,2,Dadar East,1,4,4,797
889,778,556,6,1,1,Dadar East,0,2,2,223
1397,1396,1030,7,1,2,Dadar East,1,2,2,400
1120,,694,13,1,2,Dadar East,2,2,2,350
,,1166,14,2,2,Dadar East,0,4,4,575
684,,,7,1,,Dadar East,2,2,2,331
,2200,1611,20,1,2,Dadar East,3,4,3,650
,,1433,15,1,1,Dadar East,3,4,4,410
604,540,374,9,1,1,Dadar East,0,2,1,174
,,1943,30,3,2,Dadar East,0,4,4,1065
,,1100,11,2,,Dadar East,0,3,3,550
1120,,,20,1,1,Dadar East,2,2,2,290
,,1525,23,2,2,Dadar East,0,4,3,910
,,279,7,1,,Dadar East,0,1,1,88
,,300,2,,,Dadar East,1,1,1,90
,1104,672,9,1,0,Dadar East,3,2,2,402
,,330,7,,,Dadar East,0,1,1,160
,,914,6,,,Dadar East,2,2,2,425
,1000,950,3,,,Dadar East,0,2,2,380
1150,,900,28,1,,Dadar East,3,2,2,450
,,900,4,3,,Dadar East,1,2,2,450
1800,,,4,1,1,Dadar West,2,3,3,750
,851,,4,2,1,Dadar West,0,2,2,375
,1500,1050,7,1,0,Dadar West,0,3,3,720
1150,1100,825,4,,0,Dadar West,0,2,2,320
1200,1000,800,2,1,,Dadar West,1,2,2,390
2340,2000,1585,15,2,2,Dadar West,1,4,3,600
,1850,1230,14,1,1,Dadar West,2,3,3,1000
2400,2000,1500,14,2,,Dadar West,3,4,4,805
1500,1300,800,15,1,2,Dadar West,0,2,2,395
1025,,710,11,2,2,Dadar West,0,2,2,350
,1135,835,18,1,1,Dadar West,0,2,2,390
1279,1124,775,15,1,1,Dadar West,0,2,2,375
2574,2262,1560,15,2,1,Dadar West,0,4,4,664
3200,,,13,2,,Dadar West,0,5,4,1350
2180,1915,1318,17,2,1,Dadar West,0,3,3,775
1300,1200,800,15,2,2,Dadar West,0,2,2,415
2976,,,40,3,2,Dadar West,3,5,4,555
2512,2215,1528,7,2,1,Dadar West,0,4,4,880
1050,900,775,7,1,,Dadar West,1,2,2,400
1000,950,710,4,1,,Dadar West,0,2,2,400
3018,,,11,2,1,Dadar West,3,3,3,1050
4316,3794,3050,18,3,1,Dadar West,1,4,4,1500
1646,1447,998,18,2,1,Dadar West,0,3,3,550
1157,1020,701,4,1,1,Dadar West,0,2,2,420
1100,,,7,1,2,Dadar West,0,2,2,365
1385,1100,800,4,1,,Dadar West,1,2,2,425
1500,1250,960,5,1,,Dadar West,0,2,2,600
,,1450,19,2,1,Dadar West,2,4,3,625
2339,2056,1418,22,2,1,Dadar West,1,4,3,737
1778,1563,1078,20,2,1,Dadar West,1,4,3,561
,,280,4,,,Dadar West,0,1,1,95
1650,1450,998,17,2,1,Dadar West,0,3,3,550
3242,2850,1965,30,3,1,Dadar West,1,5,5,1022
1500,1208,1100,12,1,,Dadar West,0,4,3,850
2500,,1500,7,2,,Dadar West,0,4,3,750
1786,1569,1082,16,2,1,Dadar West,0,3,3,450
3018,,2100,12,1,1,Dadar West,3,3,3,950
1008,882,630,20,1,1,Dadar West,0,2,2,323
2175,1912,1318,4,2,1,Dadar West,0,3,3,725
4700,4130,2848,32,4,0,Dadar West,1,7,6,1481
1840,1700,1250,6,2,,Dadar West,0,3,3,700
3350,2950,2000,8,2,1,Dadar West,0,4,4,1325
3425,3007,2074,15,2,1,Dadar West,0,4,5,1325
1530,,1150,16,2,0,Dadar West,1,3,3,700
,,1206,3,1,2,Dadar West,1,3,3,800
4200,3500,2800,20,3,2,Dadar West,3,5,4,1275
1650,,1150,4,1,1,Dadar West,0,3,3,560
1840,,1240,7,2,1,Dadar West,0,3,3,700
,2150,1315,10,,,Dadar West,0,3,3,600
1350,1200,1050,4,1,,Dadar West,0,4,3,750
1658,,,6,1,1,Dadar West,3,3,3,575
2100,1838,1313,21,2,1,Dadar West,0,4,4,767
1840,,,5,2,1,Dadar West,0,3,3,700
900,,,3,1,0,Dadar West,2,3,3,400
1440,,,1,1,,Dadar West,0,3,2,565
2122,,1485,12,1,1,Dadar West,3,3,3,680
,2350,1600,4,2,0,Dadar West,0,3,3,900
,1100,870,22,2,0,Dadar West,0,2,2,600
,550,440,2,1,2,Dadar West,1,1,1,175
2100,,1600,8,2,2,Dadar West,0,4,3,850
2285,,,18,2,,Dadar West,2,3,3,850
1000,,,6,1,,Dadar West,0,2,2,550
900,,720,1,1,0,Dadar West,0,2,2,335
,1375,,8,1,1,Dadar West,0,2,2,775
3018,,2100,12,1,2,Dadar West,3,3,3,1000
1250,,,,1,,Dadar West,1,2,2,550
1050,,,2,1,1,Dadar West,0,2,2,325
2122,,1485,12,1,1,Dadar West,3,3,3,670
,,720,5,1,,Dadar West,0,2,2,400
2122,,1485,13,1,1,Dadar West,3,3,3,670
,,575,4,1,,Dadar West,0,1,1,250
,,2394,7,1,1,Dadar West,2,3,3,750
4290,3770,2600,21,3,1,Dadar West,1,4,4,1050
3400,2000,1100,18,2,,Dadar West,1,3,3,625
,1700,1150,16,2,0,Dadar West,1,3,3,650
,,1600,19,2,,Dadar West,0,3,3,900
,,781,2,1,2,Dadar West,0,3,2,404
2254,1850,1600,19,2,1,Dadar West,2,4,3,900
4620,4060,2800,20,3,1,Dadar West,1,4,4,1600
2054,,,20,2,1,Dadar West,2,4,3,925
2650,,1890,,2,,Dadar West,2,5,4,1350
2400,1850,1520,22,2,,Dadar West,1,3,3,740
,1060,980,6,1,0,Dadar West,2,2,2,475
,,500,10,1,,Dadar West,0,1,1,240
,,500,2,1,,Dadar West,0,1,1,250
4165,,,13,3,2,Dadar West,3,4,4,1250
,,585,4,1,,Dadar West,1,2,1,275
991,,761,7,1,2,Dadar West,0,2,2,365
,,1600,19,2,,Dadar West,0,3,3,900
1300,,,14,1,1,Dadar West,0,2,2,425
1200,,,,1,,Dadar West,0,2,2,440
,1458,,12,2,1,Dadar West,0,3,3,590
,2150,1450,15,2,1,Dadar West,2,3,3,640
2187,1850,1450,19,2,1,Dadar West,2,3,3,630
,,1050,7,2,2,Dadar West,0,3,3,750
3455,3045,2100,21,3,1,Dadar West,0,3,3,1050
4620,4060,2800,11,3,0,Dadar West,1,4,4,1350
1100,,875,4,1,1,Dadar West,0,3,2,400
,,700,6,1,,Dadar West,0,2,2,400
,,730,8,1,,Dadar West,0,2,2,375
,1000,800,,1,1,Dadar West,0,2,2,425
,1600,1400,13,1,0,Dadar West,2,3,3,720
1200,,900,10,1,2,Dadar West,2,2,2,570
,,805,9,1,,Dadar West,0,2,2,395
,5710,4200,35,4,,Dadar West,1,4,4,2500
3018,2700,2100,13,2,,Dadar West,2,3,3,1000
1850,1800,1150,20,2,1,Dadar West,1,3,3,930
2400,,,20,3,0,Dadar West,2,5,3,1250
,1000,700,5,1,1,Dadar West,2,2,2,360
1840,,,22,2,,Dadar West,0,3,3,850
,1565,1100,10,2,2,Dadar West,0,2,2,420
2320,,,40,3,2,Dadar West,3,3,3,600
1950,,1300,4,2,2,Dadar West,2,3,3,700
,,900,5,1,,Dadar West,0,2,2,575
1950,1850,1500,10,2,1,Dadar West,0,3,3,775
,,700,7,1,0,Dadar West,1,2,2,350
,,700,7,1,0,Dadar West,1,2,2,350
2500,,1800,20,3,,Dadar West,3,4,3,1350
,4165,,18,3,2,Dadar West,2,4,4,1500
,2800,2000,7,3,,Dadar West,0,4,4,1500
900,,625,6,1,0,Dadar West,1,2,2,310
2650,,,7,1,2,Dadar West,0,4,4,1300
2350,2300,1700,15,2,0,Dadar West,2,3,3,1050
,1850,1330,12,2,2,Dadar West,2,3,3,930
1220,,900,5,2,,Dadar West,0,2,2,450
1200,,,4,1,1,Dadar West,0,2,2,450
1500,1498,1000,5,1,1,Dadar West,0,3,3,600
,,1500,3,2,2,Dadar West,2,4,4,1050
12300,,,40,4,,Dadar West,3,6,6,5500
5500,,,31,,0,Dadar West,0,5,5,5000
1650,1550,1200,5,1,,Dadar West,2,3,3,565
2000,1800,1300,12,2,,Dadar West,1,3,3,850
,5800,4500,40,1,1,Dadar West,3,4,4,3300
,,980,4,,2,Dadar West,0,3,2,450
5780,4200,3900,39,3,0,Dadar West,2,4,4,3600
4257,,,25,1,2,Dadar West,0,6,5,2500
570,569,470,7,1,,Dadar West,0,2,1,210
1000,850,750,7,1,0,Dadar West,0,2,2,360
,,860,6,1,,Dadar West,0,2,2,300
1050,,875,14,1,0,Dadar West,0,2,2,340
350,340,300,2,6,2,Dadar West,0,2,1,110
,,980,4,,2,Dadar West,1,3,2,450
1100,,,7,1,0,Dadar West,1,2,2,350
,,796,3,,0,Dadar West,3,2,2,300
900,,,6,1,0,Dadar West,0,2,2,321
2500,,1622,6,1,2,Dadar West,3,4,3,850
,400,,6,1,,Dadar West,1,1,1,135
,1055,845,8,1,,Dadar West,1,2,2,375
,225,,5,,2,Dadar West,0,1,1,66.61
1550,,,4,1,0,Dadar West,0,3,3,565
,1500,1100,10,,0,Dadar West,0,3,3,550
1000,950,,1,,0,Dadar West,1,2,2,400
911,,830,1,1,0,Dadar West,0,2,2,425
,850,650,7,2,,Dadar West,0,2,2,411
,1261,,5,1,2,Dadar West,1,2,2,540
1100,,,8,1,0,Dadar West,0,2,2,365
500,490,425,3,1,2,Dadar West,1,1,1,185
455,400,300,6,3,,Dadar West,0,1,1,135
2175,,1520,20,2,0,Dadar West,1,3,3,870
4165,3800,2800,20,3,,Dadar West,3,4,4,1500
,400,250,,,,Dadar West,0,1,1,88
,,360,1,,,Dadar West,1,1,1,170
,,1450,20,1,0,Dadar West,1,3,3,825
,330,,4,,1,Dadar West,0,1,1,110
,270,,2,,2,Dadar West,0,1,1,90
,1150,920,1,2,0,Dadar West,0,3,3,520
,,450,3,2,,Dadar West,0,1,2,257
675,625,475,16,1,2,Dadar West,0,1,1,163
,1700,,15,2,0,Dadar West,1,4,3,720
350,,250,1,,,Dadar West,0,2,1,95
,180,130,,1,2,Dadar West,0,1,1,65
,,1000,4,1,1,Dadar West,0,3,3,550
,,660,6,1,0,Dadar West,0,2,2,290
,,525,,,0,Dadar West,0,2,1,160
650,625,475,18,1,,Dadar West,0,1,2,162
980,800,675,11,1,,Dadar West,0,2,2,325
1050,,,19,1,1,Dadar West,0,2,2,400
,815,690,3,2,0,Dadar West,0,2,2,375
1000,950,870,2,2,0,Dadar West,2,2,2,350
2187,,,21,2,2,Dadar West,2,3,3,640
,,810,4,1,,Dadar West,3,2,2,325
2000,,,3,2,,Dadar West,1,4,4,925
,500,450,15,,2,Dadar West,0,2,1,240
585,580,575,3,1,0,Dadar West,2,2,2,205
675,625,475,18,1,2,Dadar West,0,1,1,162
,,180,2,,2,Dadar West,0,1,1,60
,,805,6,1,1,Dadar West,1,2,2,395
550,,,4,,1,Dadar West,2,1,1,230
883,775,535,4,1,1,Dadar West,0,2,2,250
,350,,1,,0,Dadar West,0,1,1,100
1100,1095,675,3,,,Dadar West,0,2,2,370
,,735,1,1,,Dadar West,0,2,2,300
,1055,845,7,,,Dadar West,3,2,2,375
1287,1131,780,13,1,1,Dadar West,0,2,2,332
1250,1249,900,17,1,1,Dadar West,1,2,2,450
1300,1100,750,7,1,,Dadar West,1,2,2,525
,500,400,3,1,,Dadar West,0,2,1,250
2400,,1650,19,3,,Dadar West,1,4,4,975
,550,500,3,,0,Dadar West,1,1,1,190
,,370,7,,2,Dadar West,1,1,1,160
,,1200,6,1,0,Dadar West,2,3,3,425
,,790,1,1,,Dadar West,1,2,2,425
1050,,760,3,1,0,Dadar West,2,2,2,365
1458,,,12,4,,Dadar West,2,3,3,495
1530,,1100,6,1,0,Dadar West,1,3,3,500
,1250,800,16,1,,Dadar West,1,2,2,450
4165,,,16,2,1,Dadar West,1,4,4,1200
,,375,8,,2,Dadar West,1,1,1,200
,1000,775,12,1,2,Dadar West,0,2,2,350
,640,450,1,,,Dadar West,0,1,1,180
1050,945,875,15,1,1,Dadar West,1,2,2,325
225,,,8,1,2,Dadar West,0,1,1,50
,3000,2000,11,3,,Dadar West,0,4,4,900
1200,,900,5,1,1,Dadar West,0,2,2,500
,845,,8,2,,Dadar West,0,2,2,365
,,2100,10,1,1,Dadar West,1,3,3,1200
1145,,775,14,1,2,Dadar West,0,2,2,395
1250,,950,9,1,1,Dadar West,2,2,2,400
1500,,1032,7,1,1,Dadar West,0,3,3,625
2600,2200,1800,7,2,0,Dadar West,3,4,4,640
,2130,1650,8,1,1,Dadar West,1,3,3,850
,1485,1050,6,2,1,Dadar West,1,3,3,500
460,,410,4,1,1,Dadar West,0,2,1,175
1300,1275,950,5,1,1,Dadar West,0,2,2,575
2122,,1485,14,1,1,Dadar West,3,3,3,660
,820,700,3,1,0,Dadar West,1,2,2,370
1050,,800,6,,2,Dadar West,,2,2,320
395,,310,4,,2,Dadar West,1,1,0,130
,,700,2,1,,Dadar West,2,2,0,300
780,,710,7,,0,Dadar West,2,2,0,255
1050,,730,1,1,1,Dadar West,2,2,0,330
1150,,784,2,2,0,Dadar West,2,2,0,415
1750,1720,1240,7,2,1,Dadar West,3,3,0,700
,,750,1,2,,Dadar West,2,2,0,300
2000,1650,1350,14,1,2,Dadar West,3,3,3,790
2529,2200,1710,24,3,2,Dadar West,3,3,3,675
335,,290,4,,2,Dadar West,1,1,0,95
,370,275,12,1,,Dadar West,1,1,0,70
1400,,,10,1,2,Dadar West,2,2,0,395
,,1100,10,1,,Dadar West,2,2,2,700
1840,,1200,5,2,,Dadar West,3,3,0,750
1100,,760,7,1,0,Dadar West,2,2,0,350
,1200,875,3,1,1,Dadar West,2,2,0,600
6000,5700,4500,25,4,1,Dadar West,4,4,3,2400
1250,,,10,1,,Dadar West,2,2,2,375
6400,5300,4800,27,3,,Dadar West,4,4,2,2800
,,530,9,1,,Dadar West,1,1,0,260
,,540,4,1,,Dadar West,2,1,0,250
6400,6300,,31,,,Dadar West,5,4,2,2700
,1850,1350,5,2,1,Dadar West,3,3,0,600
,362.5,250,6,,,Dadar West,1,1,,130
,640,,1,1,,Dadar West,1,1,2,170
1000,950,650,4,2,1,Dadar West,2,0,2,335
500,450,415,5,,,Dadar West,1,1,1,99
,,815,3,1,1,Dadar West,2,0,2,375
2400,2100,1850,16,2,1,Dadar West,3,2,3,1300
5780,,,40,3,,Dadar West,4,0,4,2700
,,850,9,1,2,Dadar West,2,1,2,410
2054,,,6,2,1,Dadar West,3,2,4,825
,2100,1400,10,2,1,Dadar West,3,0,3,850
550,,480,,1,,Dadar West,1,0,2,260
1280,,810,21,1,1,Dadar West,3,0,3,400
1340,950,844,5,1,1,Dadar West,2,1,2,310
1400,,1000,9,1,,Dadar West,2,0,2,875
,,1000,3,2,,Dadar West,3,0,2,500
275,,,6,1,0,Dadar West,1,0,1,80
1340,1000,850,21,1,,Dadar West,3,0,2,375
,,1600,7,2,0,Dadar West,3,1,3,800
,1600,,11,2,0,Dadar West,3,1,3,800
900,,630,11,1,0,Dadar West,2,0,2,325
,1200,848,5,1,1,Dadar West,2,0,2,450
1400,,1100,1,1,1,Dadar West,3,0,3,575
5780,5779,,24,,,Dadar West,4,0,4,2800
1350,1000,850,21,1,1,Dadar West,2,1,2,365
1464,,,35,2,,Dadar West,3,1,3,890
,,670,15,2,,Dadar West,2,0,2,358
380,320,225,9,,,Dadar West,1,0,1,55
,,1120,17,3,2,Dadar West,3,0,4,598
325,300,225,8,,,Dadar West,1,0,1,35
,,1200,13,2,,Dadar West,3,0,3,871
2450,2318,1449,20,2,,Dadar West,4,1,4,980
2500,2250,2050,8,2,2,Dadar West,4,0,4,1100
,,1200,10,2,,Dadar West,3,2,3,870
,2000,1528,7,2,2,Dadar West,5,0,4,900
2150,1800,1350,10,2,,Dadar West,3,1,3,1000
650,550,450,15,,,Dadar West,1,0,2,250
2480,2000,1700,22,2,1,Dadar West,5,2,4,750
,,1500,3,2,2,Dadar West,3,1,4,1000
2400,,,9,2,,Dadar West,4,2,4,975
,,1600,7,1,0,Dadar West,3,0,3,1000
1981,,,22,3,,Dadar West,4,3,4,1250
1240,965,806,21,1,1,Dadar West,2,0,2,365
1100,1000,775,14,1,,Dadar West,2,1,2,360
1800,,1300,7,2,0,Dadar West,3,3,3,850
1240,950,806,21,1,1,Dadar West,2,0,2,365
2512,2215,1528,6,2,1,Dadar West,5,0,4,900
2450,,,28,2,1,Dadar West,3,3,4,1100
,1200,800,17,2,,Dadar West,3,0,2,480
